0.0,1684872869002,2.305828332901001
1.0,1684872888023,2.305401086807251
2.0,1684872907462,2.302122116088867
3.0,1684872926560,2.3004696369171143
4.0,1684872945991,2.290133476257324
5.0,1684872965384,2.2831151485443115
6.0,1684872984672,2.270939826965332
7.0,1684873004006,2.2499372959136963
8.0,1684873023340,2.2209279537200928
9.0,1684873042613,2.183490037918091
10.0,1684873062050,2.120981216430664
11.0,1684873081357,2.031447172164917
12.0,1684873101034,1.8937445878982544
13.0,1684873120345,1.7078857421875
14.0,1684873140016,1.5393513441085815
15.0,1684873159688,1.3785004615783691
16.0,1684873179081,1.2375760078430176
17.0,1684873198792,1.129398226737976
18.0,1684873218323,1.0070221424102783
19.0,1684873237836,0.9019988179206848
20.0,1684873257549,0.8236703276634216
21.0,1684873277032,0.7306100726127625
22.0,1684873296617,0.685326337814331
23.0,1684873316456,0.611143171787262
24.0,1684873336438,0.5636652112007141
25.0,1684873356460,0.5273967981338501
26.0,1684873376517,0.4892371594905853
27.0,1684873396525,0.4968118965625763
28.0,1684873416953,0.4265187084674835
29.0,1684873437164,0.42403799295425415
