sparsity	acc
0.76	0.939799964427948
0.77	0.9361000061035156
0.78	0.9429999589920044
0.79	0.9448999762535095
0.8	0.9472000002861023
0.81	0.9472999572753906
0.8200000000000001	0.945099949836731
