0.0,1684868754257,2.305828332901001
1.0,1684868774418,2.305401086807251
2.0,1684868794756,2.302122116088867
3.0,1684868814845,2.3004696369171143
4.0,1684868834786,2.290133476257324
5.0,1684868854972,2.2831151485443115
6.0,1684868874955,2.270939826965332
7.0,1684868895215,2.2499260902404785
8.0,1684868915171,2.2225053310394287
9.0,1684868935256,2.182311534881592
10.0,1684868955342,2.124462366104126
11.0,1684868975339,2.034595489501953
12.0,1684868995799,1.9039009809494019
13.0,1684869016089,1.7197275161743164
14.0,1684869036235,1.5397229194641113
15.0,1684869056833,1.3937495946884155
16.0,1684869077077,1.2377618551254272
17.0,1684869097395,1.1239962577819824
18.0,1684869117416,1.0125195980072021
19.0,1684869137347,0.9095209836959839
20.0,1684869157585,0.8095687627792358
21.0,1684869177668,0.7263808846473694
22.0,1684869198237,0.6994394659996033
23.0,1684869218997,0.6172094941139221
24.0,1684869239788,0.5524771809577942
25.0,1684869260790,0.5003963708877563
26.0,1684869281669,0.4773915112018585
27.0,1684869302796,0.4591975212097168
28.0,1684869324229,0.42650121450424194
29.0,1684869346028,0.4182444214820862
