0.0,1684874287469,2.305828332901001
1.0,1684874306908,2.303429365158081
2.0,1684874326362,2.299729347229004
3.0,1684874345784,2.293001651763916
4.0,1684874365213,2.281163215637207
5.0,1684874384748,2.258514642715454
6.0,1684874404138,2.2215240001678467
7.0,1684874423730,2.1633780002593994
8.0,1684874443410,2.0613656044006348
9.0,1684874462932,1.8918260335922241
10.0,1684874482650,1.6588326692581177
11.0,1684874502212,1.4255640506744385
12.0,1684874521957,1.2420812845230103
13.0,1684874541414,1.0817064046859741
14.0,1684874560984,0.9747033715248108
15.0,1684874580515,0.8455593585968018
16.0,1684874600304,0.7149866223335266
17.0,1684874619702,0.6614946722984314
18.0,1684874639149,0.6128041744232178
19.0,1684874658618,0.5550999045372009
20.0,1684874678452,0.5196908116340637
21.0,1684874698226,0.46841520071029663
22.0,1684874718069,0.4605385959148407
23.0,1684874738082,0.4495390057563782
24.0,1684874758018,0.39941519498825073
25.0,1684874777831,0.3695215880870819
26.0,1684874799283,0.3365004360675812
27.0,1684874819784,0.3496464788913727
28.0,1684874839883,0.32469502091407776
29.0,1684874860302,0.3208637535572052
