0.0,1684872301235,2.305828332901001
1.0,1684872321124,2.306394338607788
2.0,1684872341237,2.3043088912963867
3.0,1684872361528,2.3037500381469727
4.0,1684872381587,2.2997074127197266
5.0,1684872401832,2.2951297760009766
6.0,1684872422024,2.2925209999084473
7.0,1684872442392,2.286099672317505
8.0,1684872462431,2.274435520172119
9.0,1684872482565,2.264634132385254
10.0,1684872502591,2.246332883834839
11.0,1684872522799,2.2295780181884766
12.0,1684872542965,2.2079687118530273
13.0,1684872563044,2.173383951187134
14.0,1684872583023,2.133476495742798
15.0,1684872603302,2.06994366645813
16.0,1684872623385,1.9854906797409058
17.0,1684872643407,1.8789031505584717
18.0,1684872663585,1.7504103183746338
19.0,1684872683673,1.6232130527496338
20.0,1684872704059,1.489151954650879
21.0,1684872723993,1.3850449323654175
22.0,1684872744081,1.275654673576355
23.0,1684872764451,1.1744632720947266
24.0,1684872784596,1.0886026620864868
25.0,1684872805127,0.996037483215332
26.0,1684872826082,0.943734884262085
27.0,1684872847190,0.8812889456748962
28.0,1684872868388,0.7922710180282593
29.0,1684872889385,0.7321347594261169
