0.0,1684872754829,2.305828332901001
1.0,1684872774375,2.3035008907318115
2.0,1684872793726,2.3017067909240723
3.0,1684872813174,2.293870210647583
4.0,1684872832793,2.2846992015838623
5.0,1684872852142,2.2730984687805176
6.0,1684872871880,2.2517900466918945
7.0,1684872891412,2.21787166595459
8.0,1684872910986,2.159116506576538
9.0,1684872930653,2.056602716445923
10.0,1684872950314,1.8980447053909302
11.0,1684872969689,1.6813173294067383
12.0,1684872989424,1.4768142700195312
13.0,1684873009218,1.3101997375488281
14.0,1684873029039,1.1758813858032227
15.0,1684873048721,1.060843825340271
16.0,1684873068686,0.9227068424224854
17.0,1684873088593,0.8337872624397278
18.0,1684873108242,0.7471984624862671
19.0,1684873127932,0.6537721753120422
20.0,1684873147879,0.6007663607597351
21.0,1684873167552,0.5524621605873108
22.0,1684873187437,0.5394987463951111
23.0,1684873207659,0.49548834562301636
24.0,1684873227636,0.4586596190929413
25.0,1684873247898,0.40715911984443665
26.0,1684873268255,0.4031970798969269
27.0,1684873288799,0.3914232850074768
28.0,1684873309395,0.3457208275794983
29.0,1684873330085,0.3526403605937958
